alloc,,robots,,permut,,attr,,time  (maxSucc value=prob. of failing times 100)
1,,[r2, r3, r1],,[1970022937, 186, 1935706587],,{maxSucc=70.23718677793507, minTravel=800.0},,15741
54,,[r2, r3, r1],,[823783451, 653, 1153647752],,{maxSucc=63.135946840265866, minTravel=861.0},,7074074
54,,[r2, r3, r1],,[69340260, 652, 1992680088],,{maxSucc=63.135946840265866, minTravel=851.0},,7076698
54,,[r2, r3, r1],,[250137621, 644, 263363104],,{maxSucc=63.135946840265866, minTravel=777.0},,7081990
54,,[r2, r3, r1],,[1331840731, 482, 415875490],,{maxSucc=63.135946840265866, minTravel=788.0},,7092266
54,,[r2, r3, r1],,[741161342, 631, 1846956405],,{maxSucc=63.135946840265866, minTravel=751.0},,7094941
54,,[r2, r3, r1],,[1840922979, 696, 1732986574],,{maxSucc=63.135946840265866, minTravel=735.0},,7097490
54,,[r2, r3, r1],,[346156636, 428, 569962704],,{maxSucc=63.135946840265866, minTravel=778.0},,7100180
54,,[r2, r3, r1],,[1836522683, 607, 1806493960],,{maxSucc=63.135946840265866, minTravel=753.0},,7102846
55,,[r2, r3, r1],,[1638099308, 285, 1046707496],,{maxSucc=63.135946840265845, minTravel=780.0},,7125808
55,,[r2, r3, r1],,[649991104, 711, 1340518309],,{maxSucc=63.135946840265866, minTravel=753.0},,7131010
55,,[r2, r3, r1],,[399637538, 586, 976028820],,{maxSucc=63.13594684026585, minTravel=691.0},,7133612
55,,[r2, r3, r1],,[1940698801, 310, 1619089036],,{maxSucc=63.135946840265866, minTravel=749.0},,7136205
55,,[r2, r3, r1],,[671119460, 9, 1439238837],,{maxSucc=63.135946840265866, minTravel=679.0},,7138865
55,,[r2, r3, r1],,[1688240452, 675, 24009746],,{maxSucc=63.135946840265866, minTravel=671.0},,7144007
55,,[r2, r3, r1],,[1120363139, 33, 1230815066],,{maxSucc=63.135946840265866, minTravel=755.0},,7146532
55,,[r2, r3, r1],,[1542334861, 607, 1967898882],,{maxSucc=63.135946840265866, minTravel=720.0},,7151698
55,,[r2, r3, r1],,[859353859, 628, 967201943],,{maxSucc=63.13594684026588, minTravel=793.0},,7154236
55,,[r2, r3, r1],,[1469386103, 85, 700210214],,{maxSucc=63.13594684026588, minTravel=775.0},,7156762
55,,[r2, r3, r1],,[1773505455, 226, 1874792603],,{maxSucc=63.135946840265866, minTravel=668.0},,7159165
55,,[r2, r3, r1],,[1269785345, 667, 753391203],,{maxSucc=63.135946840265866, minTravel=813.0},,7161743
55,,[r2, r3, r1],,[1299240808, 625, 792072518],,{maxSucc=63.135946840265866, minTravel=696.0},,7166914
55,,[r2, r3, r1],,[1776980355, 619, 543340439],,{maxSucc=63.135946840265866, minTravel=787.0},,7172267
55,,[r2, r3, r1],,[1448053916, 422, 26174890],,{maxSucc=63.135946840265866, minTravel=801.0},,7175057
55,,[r2, r3, r1],,[1254383632, 291, 1874081656],,{maxSucc=63.135946840265866, minTravel=883.0},,7177662
55,,[r2, r3, r1],,[895879667, 634, 1960149929],,{maxSucc=63.135946840265866, minTravel=733.0},,7180144
55,,[r2, r3, r1],,[1616498346, 431, 1533179716],,{maxSucc=63.135946840265866, minTravel=729.0},,7182757
55,,[r2, r3, r1],,[186031280, 497, 301732824],,{maxSucc=63.13594684026588, minTravel=787.0},,7193077
55,,[r2, r3, r1],,[1611151909, 320, 830571641],,{maxSucc=63.135946840265866, minTravel=681.0},,7198175
55,,[r2, r3, r1],,[1915999125, 572, 1297834163],,{maxSucc=63.13594684026588, minTravel=716.0},,7200613
55,,[r2, r3, r1],,[1242292869, 540, 1763083749],,{maxSucc=63.135946840265866, minTravel=665.0},,7210886
55,,[r2, r3, r1],,[195973735, 669, 494907532],,{maxSucc=63.135946840265866, minTravel=725.0},,7221021
55,,[r2, r3, r1],,[309606022, 550, 961657013],,{maxSucc=63.135946840265866, minTravel=766.0},,7226274
55,,[r2, r3, r1],,[1210381216, 616, 436699960],,{maxSucc=63.135946840265866, minTravel=745.0},,7231389
56,,[r2, r3, r1],,[658387678, 697, 214909794],,{maxSucc=63.135946840265866, minTravel=761.0},,7244267
56,,[r2, r3, r1],,[1466314918, 513, 346441200],,{maxSucc=63.135946840265866, minTravel=762.0},,7251880
56,,[r2, r3, r1],,[237245972, 372, 809148252],,{maxSucc=63.135946840265866, minTravel=872.0},,7256947
56,,[r2, r3, r1],,[1142820681, 284, 1987410783],,{maxSucc=63.13594684026588, minTravel=759.0},,7269698
56,,[r2, r3, r1],,[427686572, 382, 1793399631],,{maxSucc=63.135946840265866, minTravel=724.0},,7280533
56,,[r2, r3, r1],,[410740427, 365, 237159122],,{maxSucc=63.13594684026588, minTravel=781.0},,7283067
56,,[r2, r3, r1],,[1268928960, 377, 1705745129],,{maxSucc=63.13594684026588, minTravel=832.0},,7285503
56,,[r2, r3, r1],,[610898589, 636, 3818057],,{maxSucc=63.135946840265866, minTravel=824.0},,7287968
56,,[r2, r3, r1],,[1305323527, 681, 1000239232],,{maxSucc=63.13594684026588, minTravel=722.0},,7290438
56,,[r2, r3, r1],,[1746849543, 562, 1347864953],,{maxSucc=63.13594684026588, minTravel=756.0},,7300674
56,,[r2, r3, r1],,[919099429, 549, 649408602],,{maxSucc=63.135946840265866, minTravel=748.0},,7317307
56,,[r2, r3, r1],,[1111603088, 343, 1929360727],,{maxSucc=63.135946840265866, minTravel=842.0},,7324946
56,,[r2, r3, r1],,[104576582, 676, 1469948049],,{maxSucc=63.13594684026588, minTravel=855.0},,7327446
56,,[r2, r3, r1],,[1202798932, 182, 1538366229],,{maxSucc=63.13594684026585, minTravel=746.0},,7330285
56,,[r2, r3, r1],,[1333843920, 98, 954626617],,{maxSucc=63.135946840265866, minTravel=805.0},,7346157
56,,[r2, r3, r1],,[205952690, 98, 842752141],,{maxSucc=63.135946840265866, minTravel=730.0},,7351196
56,,[r2, r3, r1],,[1211376465, 432, 775737164],,{maxSucc=63.13594684026588, minTravel=765.0},,7359355
56,,[r2, r3, r1],,[741080712, 69, 1772544953],,{maxSucc=63.135946840265866, minTravel=753.0},,7361881
56,,[r2, r3, r1],,[527717256, 140, 1101782538],,{maxSucc=63.135946840265866, minTravel=762.0},,7364419
56,,[r2, r3, r1],,[494418446, 376, 1042699754],,{maxSucc=63.135946840265866, minTravel=756.0},,7367435
57,,[r2, r3, r1],,[1699157912, 149, 1879624659],,{maxSucc=63.13594684026585, minTravel=746.0},,7369837
57,,[r2, r3, r1],,[8589393, 301, 1604104663],,{maxSucc=63.13594684026585, minTravel=826.0},,7372287
57,,[r2, r3, r1],,[1756730765, 469, 399099063],,{maxSucc=63.135946840265866, minTravel=798.0},,7374873
57,,[r2, r3, r1],,[881150172, 337, 1042962563],,{maxSucc=63.135946840265866, minTravel=624.0},,7380038
57,,[r2, r3, r1],,[823995377, 197, 1610797601],,{maxSucc=63.13594684026585, minTravel=677.0},,7387503
57,,[r2, r3, r1],,[207823261, 154, 499563884],,{maxSucc=63.135946840265866, minTravel=721.0},,7390382
57,,[r2, r3, r1],,[637688141, 380, 1954464663],,{maxSucc=63.135946840265866, minTravel=728.0},,7392897
57,,[r2, r3, r1],,[1763898146, 479, 1292225097],,{maxSucc=63.135946840265866, minTravel=750.0},,7397682
57,,[r2, r3, r1],,[763161530, 492, 580424605],,{maxSucc=63.13594684026585, minTravel=758.0},,7402511
57,,[r2, r3, r1],,[1304454505, 675, 1230570487],,{maxSucc=63.13594684026588, minTravel=778.0},,7410306
57,,[r2, r3, r1],,[441053570, 548, 225900909],,{maxSucc=63.135946840265866, minTravel=725.0},,7415249
57,,[r2, r3, r1],,[872320122, 550, 734225863],,{maxSucc=63.135946840265866, minTravel=752.0},,7417651
57,,[r2, r3, r1],,[152666947, 332, 1347671781],,{maxSucc=63.135946840265866, minTravel=797.0},,7420241
57,,[r2, r3, r1],,[603372553, 96, 631315955],,{maxSucc=63.135946840265866, minTravel=783.0},,7422896
57,,[r2, r3, r1],,[314299130, 322, 38987418],,{maxSucc=63.135946840265866, minTravel=810.0},,7425438
57,,[r2, r3, r1],,[410687342, 630, 1783007534],,{maxSucc=63.135946840265866, minTravel=740.0},,7427963
57,,[r2, r3, r1],,[1306355806, 573, 647443526],,{maxSucc=63.135946840265866, minTravel=689.0},,7432974
57,,[r2, r3, r1],,[1634167598, 136, 1119473629],,{maxSucc=63.135946840265866, minTravel=783.0},,7435591
57,,[r2, r3, r1],,[844206505, 390, 1667814782],,{maxSucc=63.13594684026585, minTravel=791.0},,7438523
57,,[r2, r3, r1],,[252232367, 232, 1956034461],,{maxSucc=63.135946840265866, minTravel=838.0},,7443487
57,,[r2, r3, r1],,[520682973, 650, 827202110],,{maxSucc=63.13594684026588, minTravel=710.0},,7445944
57,,[r2, r3, r1],,[1963512844, 396, 938543138],,{maxSucc=63.135946840265866, minTravel=664.0},,7448560
57,,[r2, r3, r1],,[1400555730, 402, 217019930],,{maxSucc=63.13594684026588, minTravel=773.0},,7451039
57,,[r2, r3, r1],,[335477121, 609, 102214378],,{maxSucc=63.135946840265866, minTravel=825.0},,7458760
57,,[r2, r3, r1],,[918848010, 6, 1925177720],,{maxSucc=63.135946840265866, minTravel=839.0},,7464004
57,,[r2, r3, r1],,[237009368, 302, 926934868],,{maxSucc=63.135946840265866, minTravel=843.0},,7466461
57,,[r2, r3, r1],,[127172523, 92, 305222892],,{maxSucc=63.135946840265866, minTravel=800.0},,7474248
57,,[r2, r3, r1],,[1721093933, 261, 1606259755],,{maxSucc=63.135946840265866, minTravel=681.0},,7482655
57,,[r2, r3, r1],,[1477191919, 298, 179886353],,{maxSucc=63.135946840265866, minTravel=734.0},,7488235
57,,[r2, r3, r1],,[1380188367, 659, 5614072],,{maxSucc=63.135946840265866, minTravel=692.0},,7490840
58,,[r2, r3, r1],,[1939961698, 593, 6544971],,{maxSucc=63.135946840265866, minTravel=716.0},,7500856
58,,[r2, r3, r1],,[1606079879, 305, 500807570],,{maxSucc=63.135946840265866, minTravel=767.0},,7503404
58,,[r2, r3, r1],,[1463136288, 605, 1615208760],,{maxSucc=63.135946840265866, minTravel=628.0},,7505846
58,,[r2, r3, r1],,[1496276804, 40, 1622303445],,{maxSucc=63.135946840265866, minTravel=808.0},,7508264
58,,[r2, r3, r1],,[71353342, 324, 914183211],,{maxSucc=63.135946840265866, minTravel=795.0},,7513413
58,,[r2, r3, r1],,[1078051865, 589, 188200275],,{maxSucc=63.135946840265866, minTravel=764.0},,7523844
58,,[r2, r3, r1],,[534534471, 190, 528218612],,{maxSucc=63.135946840265845, minTravel=778.0},,7526329
58,,[r2, r3, r1],,[1625992590, 666, 1236850046],,{maxSucc=63.135946840265866, minTravel=718.0},,7531650
58,,[r2, r3, r1],,[297916281, 408, 1736636399],,{maxSucc=63.135946840265866, minTravel=729.0},,7534170
58,,[r2, r3, r1],,[1810191182, 127, 1248315880],,{maxSucc=63.135946840265866, minTravel=775.0},,7552198
58,,[r2, r3, r1],,[52958457, 542, 794021787],,{maxSucc=63.135946840265866, minTravel=750.0},,7567273
58,,[r2, r3, r1],,[999184819, 399, 324453923],,{maxSucc=63.135946840265866, minTravel=745.0},,7569896
58,,[r2, r3, r1],,[1534999663, 297, 894523867],,{maxSucc=63.135946840265866, minTravel=715.0},,7575286
58,,[r2, r3, r1],,[1080375023, 525, 459612412],,{maxSucc=63.13594684026585, minTravel=711.0},,7578176
58,,[r2, r3, r1],,[1495017027, 32, 833774817],,{maxSucc=63.135946840265866, minTravel=752.0},,7586046
58,,[r2, r3, r1],,[177361912, 224, 427463459],,{maxSucc=63.135946840265866, minTravel=754.0},,7588787
58,,[r2, r3, r1],,[309338164, 666, 1878289610],,{maxSucc=63.13594684026588, minTravel=822.0},,7591533
58,,[r2, r3, r1],,[525813586, 436, 728598416],,{maxSucc=63.135946840265866, minTravel=764.0},,7594175
58,,[r2, r3, r1],,[65582007, 624, 380931170],,{maxSucc=63.135946840265866, minTravel=826.0},,7599407
58,,[r2, r3, r1],,[1555168626, 551, 542538621],,{maxSucc=63.135946840265866, minTravel=764.0},,7612238
58,,[r2, r3, r1],,[799065055, 436, 107599813],,{maxSucc=63.135946840265866, minTravel=767.0},,7614793
59,,[r2, r3, r1],,[1597106923, 161, 1131241795],,{maxSucc=63.135946840265866, minTravel=785.0},,7636330
59,,[r2, r3, r1],,[1183900604, 596, 2002075082],,{maxSucc=63.135946840265866, minTravel=766.0},,7638895
59,,[r2, r3, r1],,[1909427117, 613, 990954469],,{maxSucc=63.135946840265866, minTravel=746.0},,7650573
59,,[r2, r3, r1],,[1659388397, 534, 38050],,{maxSucc=63.13594684026588, minTravel=701.0},,7653131
59,,[r2, r3, r1],,[703731439, 21, 1393390212],,{maxSucc=63.135946840265866, minTravel=808.0},,7657896
59,,[r2, r3, r1],,[1727773611, 326, 1515013407],,{maxSucc=63.135946840265866, minTravel=719.0},,7667882
59,,[r2, r3, r1],,[174940729, 571, 1226504037],,{maxSucc=63.13594684026588, minTravel=672.0},,7673323
59,,[r2, r3, r1],,[452708002, 555, 1889272099],,{maxSucc=63.135946840265866, minTravel=701.0},,7675940
59,,[r2, r3, r1],,[363404624, 541, 608310241],,{maxSucc=63.13594684026585, minTravel=815.0},,7681070
59,,[r2, r3, r1],,[458379783, 184, 1872446768],,{maxSucc=63.13594684026588, minTravel=836.0},,7683664
59,,[r2, r3, r1],,[651191690, 282, 1290437923],,{maxSucc=63.135946840265866, minTravel=788.0},,7702801
59,,[r2, r3, r1],,[601368676, 542, 1217932803],,{maxSucc=63.13594684026588, minTravel=783.0},,7705415
59,,[r2, r3, r1],,[895289554, 592, 363114863],,{maxSucc=63.135946840265866, minTravel=808.0},,7710514
59,,[r2, r3, r1],,[493944621, 481, 1409400838],,{maxSucc=63.135946840265866, minTravel=780.0},,7715819
59,,[r2, r3, r1],,[838273462, 132, 1018029161],,{maxSucc=63.135946840265866, minTravel=715.0},,7721024
59,,[r2, r3, r1],,[1467292459, 111, 478544083],,{maxSucc=63.13594684026588, minTravel=761.0},,7726150
59,,[r2, r3, r1],,[721229849, 316, 986917673],,{maxSucc=63.13594684026585, minTravel=726.0},,7728701
59,,[r2, r3, r1],,[244436492, 642, 1190559439],,{maxSucc=63.135946840265866, minTravel=847.0},,7731193
59,,[r2, r3, r1],,[1080918299, 297, 625089418],,{maxSucc=63.13594684026588, minTravel=694.0},,7736166
59,,[r2, r3, r1],,[140703133, 278, 1570497051],,{maxSucc=63.135946840265866, minTravel=736.0},,7743820
59,,[r2, r3, r1],,[366446586, 201, 585920405],,{maxSucc=63.135946840265866, minTravel=727.0},,7746338
59,,[r2, r3, r1],,[1043164210, 638, 340588751],,{maxSucc=63.135946840265866, minTravel=798.0},,7748979
59,,[r2, r3, r1],,[917776373, 204, 1979899077],,{maxSucc=63.13594684026588, minTravel=741.0},,7751438
60,,[r2, r3, r1],,[573451140, 557, 394151176],,{maxSucc=63.135946840265866, minTravel=830.0},,7756581
60,,[r2, r3, r1],,[825149976, 333, 1736065106],,{maxSucc=63.135946840265866, minTravel=723.0},,7759111
60,,[r2, r3, r1],,[402569097, 451, 1898299082],,{maxSucc=63.13594684026588, minTravel=681.0},,7764271
60,,[r2, r3, r1],,[1103465368, 630, 715294308],,{maxSucc=63.135946840265866, minTravel=788.0},,7766921
60,,[r2, r3, r1],,[1821365173, 685, 423285115],,{maxSucc=63.13594684026588, minTravel=730.0},,7775607
60,,[r2, r3, r1],,[1536812696, 373, 1481567154],,{maxSucc=63.135946840265866, minTravel=793.0},,7778982
60,,[r2, r3, r1],,[799950293, 291, 526352802],,{maxSucc=63.135946840265866, minTravel=728.0},,7786979
60,,[r2, r3, r1],,[1340678846, 291, 874800141],,{maxSucc=63.135946840265866, minTravel=702.0},,7789579
60,,[r2, r3, r1],,[191441598, 141, 1378137401],,{maxSucc=63.135946840265866, minTravel=630.0},,7794402
60,,[r2, r3, r1],,[1704610593, 264, 1650605069],,{maxSucc=63.135946840265866, minTravel=818.0},,7802552
60,,[r2, r3, r1],,[988045218, 549, 1696593663],,{maxSucc=63.135946840265866, minTravel=864.0},,7805167
60,,[r2, r3, r1],,[1887625490, 618, 155160235],,{maxSucc=63.135946840265866, minTravel=746.0},,7817905
60,,[r2, r3, r1],,[1558639363, 345, 1204955801],,{maxSucc=63.13594684026585, minTravel=756.0},,7830303
60,,[r2, r3, r1],,[163726246, 521, 1583782669],,{maxSucc=63.13594684026588, minTravel=757.0},,7832693
60,,[r2, r3, r1],,[1187287291, 622, 1969031098],,{maxSucc=63.135946840265866, minTravel=738.0},,7835097
60,,[r2, r3, r1],,[645450201, 141, 68503018],,{maxSucc=63.135946840265866, minTravel=879.0},,7840080
60,,[r2, r3, r1],,[676527461, 657, 957605439],,{maxSucc=63.13594684026588, minTravel=814.0},,7842670
60,,[r2, r3, r1],,[534075241, 534, 1575367993],,{maxSucc=63.135946840265866, minTravel=796.0},,7845185
60,,[r2, r3, r1],,[1653629025, 25, 1866462167],,{maxSucc=63.135946840265866, minTravel=830.0},,7847757
60,,[r2, r3, r1],,[1079161042, 315, 1692411781],,{maxSucc=63.135946840265866, minTravel=751.0},,7850280
60,,[r2, r3, r1],,[1229962518, 408, 325372750],,{maxSucc=63.135946840265866, minTravel=723.0},,7852741
60,,[r2, r3, r1],,[963947545, 269, 1019803598],,{maxSucc=63.135946840265866, minTravel=722.0},,7857994
60,,[r2, r3, r1],,[1326638498, 590, 688491850],,{maxSucc=63.13594684026588, minTravel=766.0},,7860520
60,,[r2, r3, r1],,[1785485222, 231, 1390654899],,{maxSucc=63.135946840265866, minTravel=706.0},,7865547
60,,[r2, r3, r1],,[171589225, 234, 651495535],,{maxSucc=63.13594684026588, minTravel=819.0},,7870522
60,,[r2, r3, r1],,[213593222, 362, 347852438],,{maxSucc=63.135946840265866, minTravel=777.0},,7873183
60,,[r2, r3, r1],,[1508786499, 171, 1278570766],,{maxSucc=63.135946840265866, minTravel=793.0},,7875712
60,,[r2, r3, r1],,[550028445, 375, 1087360141],,{maxSucc=63.135946840265866, minTravel=827.0},,7878167
61,,[r2, r3, r1],,[185785396, 317, 332916626],,{maxSucc=63.135946840265866, minTravel=743.0},,7890989
61,,[r2, r3, r1],,[396461299, 558, 15628744],,{maxSucc=63.135946840265866, minTravel=767.0},,7913353
61,,[r2, r3, r1],,[1897763356, 373, 1868348542],,{maxSucc=63.135946840265866, minTravel=751.0},,7926194
61,,[r2, r3, r1],,[213473874, 121, 693679975],,{maxSucc=63.13594684026588, minTravel=829.0},,7933491
61,,[r2, r3, r1],,[1090609791, 527, 444649242],,{maxSucc=63.135946840265866, minTravel=828.0},,7936120
61,,[r2, r3, r1],,[259144282, 179, 991494783],,{maxSucc=63.135946840265866, minTravel=766.0},,7941031
61,,[r2, r3, r1],,[1198300743, 265, 1516000709],,{maxSucc=63.135946840265866, minTravel=817.0},,7943607
61,,[r2, r3, r1],,[1052496336, 106, 773006980],,{maxSucc=63.135946840265866, minTravel=757.0},,7951292
61,,[r2, r3, r1],,[201701451, 462, 586406942],,{maxSucc=63.13594684026588, minTravel=862.0},,7966868
61,,[r2, r3, r1],,[1047456247, 249, 141237698],,{maxSucc=63.135946840265866, minTravel=769.0},,7969456
61,,[r2, r3, r1],,[1167133094, 357, 443137886],,{maxSucc=63.135946840265866, minTravel=834.0},,7972031
61,,[r2, r3, r1],,[1653779649, 11, 1309053655],,{maxSucc=63.135946840265866, minTravel=849.0},,7974598
61,,[r2, r3, r1],,[516991153, 526, 1932881362],,{maxSucc=63.135946840265866, minTravel=700.0},,7979586
61,,[r2, r3, r1],,[1541921719, 197, 1416991137],,{maxSucc=63.13594684026588, minTravel=752.0},,7984634
61,,[r2, r3, r1],,[1765591870, 176, 1975879500],,{maxSucc=63.135946840265866, minTravel=726.0},,7987157
61,,[r2, r3, r1],,[1808127935, 244, 1678722995],,{maxSucc=63.13594684026585, minTravel=768.0},,7992076
61,,[r2, r3, r1],,[1264866438, 287, 1414322761],,{maxSucc=63.135946840265866, minTravel=785.0},,7997170
61,,[r2, r3, r1],,[116008936, 327, 1425572282],,{maxSucc=63.13594684026588, minTravel=709.0},,8002025
61,,[r2, r3, r1],,[1528940849, 186, 69920332],,{maxSucc=63.135946840265866, minTravel=776.0},,8004602
61,,[r2, r3, r1],,[251301169, 172, 1635841952],,{maxSucc=63.135946840265866, minTravel=774.0},,8007243
62,,[r2, r3, r1],,[693944137, 328, 743856678],,{maxSucc=63.135946840265866, minTravel=875.0},,8012356
62,,[r2, r3, r1],,[1863369371, 637, 684178825],,{maxSucc=63.135946840265866, minTravel=790.0},,8019916
62,,[r2, r3, r1],,[1423888760, 538, 1018459772],,{maxSucc=63.13594684026588, minTravel=738.0},,8030041
62,,[r2, r3, r1],,[1535284144, 570, 40884126],,{maxSucc=63.135946840265866, minTravel=650.0},,8035135
62,,[r2, r3, r1],,[182220513, 212, 1432383666],,{maxSucc=63.135946840265866, minTravel=857.0},,8040293
62,,[r2, r3, r1],,[1369887877, 552, 162382153],,{maxSucc=63.13594684026588, minTravel=717.0},,8042762
62,,[r2, r3, r1],,[1046332054, 33, 406927049],,{maxSucc=63.135946840265866, minTravel=761.0},,8045261
62,,[r2, r3, r1],,[1335080994, 2, 561310455],,{maxSucc=63.13594684026585, minTravel=762.0},,8047834
62,,[r2, r3, r1],,[215361684, 300, 106871509],,{maxSucc=63.13594684026585, minTravel=782.0},,8052875
62,,[r2, r3, r1],,[588944863, 595, 37686359],,{maxSucc=63.135946840265866, minTravel=795.0},,8055511
62,,[r2, r3, r1],,[631014402, 314, 385241625],,{maxSucc=63.135946840265866, minTravel=866.0},,8062468
62,,[r2, r3, r1],,[310844035, 535, 594460171],,{maxSucc=63.13594684026585, minTravel=775.0},,8082136
62,,[r2, r3, r1],,[965008605, 694, 1727335936],,{maxSucc=63.135946840265866, minTravel=837.0},,8087338
62,,[r2, r3, r1],,[861670795, 528, 1669694867],,{maxSucc=63.135946840265866, minTravel=749.0},,8089938
62,,[r2, r3, r1],,[1812433419, 178, 1692589660],,{maxSucc=63.135946840265866, minTravel=756.0},,8095237
62,,[r2, r3, r1],,[1478190892, 645, 1644229986],,{maxSucc=63.135946840265866, minTravel=735.0},,8100477
62,,[r2, r3, r1],,[1090397585, 436, 1370635592],,{maxSucc=63.135946840265866, minTravel=773.0},,8105657
62,,[r2, r3, r1],,[1107737981, 318, 877406584],,{maxSucc=63.13594684026588, minTravel=708.0},,8111095
62,,[r2, r3, r1],,[1898610100, 143, 1986817241],,{maxSucc=63.135946840265866, minTravel=706.0},,8129268
62,,[r2, r3, r1],,[890933688, 573, 1598862015],,{maxSucc=63.135946840265866, minTravel=760.0},,8137095
63,,[r2, r3, r1],,[417306892, 109, 1518874754],,{maxSucc=63.13594684026588, minTravel=862.0},,8174810
63,,[r2, r3, r1],,[838384950, 6, 874545987],,{maxSucc=63.135946840265866, minTravel=728.0},,8190501
63,,[r2, r3, r1],,[1086204446, 348, 410690777],,{maxSucc=63.135946840265866, minTravel=607.0},,8198244
63,,[r2, r3, r1],,[622791032, 83, 599964786],,{maxSucc=63.13594684026588, minTravel=787.0},,8200842
63,,[r2, r3, r1],,[1112669038, 157, 1340465664],,{maxSucc=63.135946840265866, minTravel=842.0},,8205979
63,,[r2, r3, r1],,[1974029414, 706, 1753069908],,{maxSucc=63.13594684026588, minTravel=792.0},,8208585
63,,[r2, r3, r1],,[1509343561, 51, 44443558],,{maxSucc=63.13594684026585, minTravel=766.0},,8211082
63,,[r2, r3, r1],,[473259657, 361, 619259344],,{maxSucc=63.13594684026588, minTravel=845.0},,8213631
63,,[r2, r3, r1],,[1964424813, 422, 248180037],,{maxSucc=63.135946840265866, minTravel=719.0},,8218703
63,,[r2, r3, r1],,[510411383, 175, 1673518505],,{maxSucc=63.135946840265866, minTravel=780.0},,8235130
63,,[r2, r3, r1],,[1085983493, 31, 384818795],,{maxSucc=63.13594684026585, minTravel=803.0},,8242526
63,,[r2, r3, r1],,[539676840, 680, 848003381],,{maxSucc=63.135946840265866, minTravel=724.0},,8249512
63,,[r2, r3, r1],,[743352296, 367, 1911733761],,{maxSucc=63.135946840265866, minTravel=733.0},,8252004
63,,[r2, r3, r1],,[1332183505, 50, 1602590533],,{maxSucc=63.135946840265866, minTravel=827.0},,8254488
63,,[r2, r3, r1],,[1054489655, 344, 990129421],,{maxSucc=63.135946840265866, minTravel=682.0},,8259457
63,,[r2, r3, r1],,[1469612743, 330, 847453812],,{maxSucc=63.13594684026585, minTravel=814.0},,8267196
64,,[r2, r3, r1],,[1652927046, 674, 104573962],,{maxSucc=63.135946840265866, minTravel=686.0},,8275109
64,,[r2, r3, r1],,[655042498, 261, 1819577299],,{maxSucc=63.135946840265866, minTravel=826.0},,8280247
64,,[r2, r3, r1],,[461021516, 34, 1406325535],,{maxSucc=63.13594684026585, minTravel=785.0},,8285357
64,,[r2, r3, r1],,[144625870, 337, 554952524],,{maxSucc=63.135946840265866, minTravel=803.0},,8290487
64,,[r2, r3, r1],,[982315989, 210, 940669097],,{maxSucc=63.135946840265866, minTravel=728.0},,8298254
64,,[r2, r3, r1],,[891067605, 459, 1428451863],,{maxSucc=63.13594684026588, minTravel=778.0},,8308128
64,,[r2, r3, r1],,[364506347, 409, 219047430],,{maxSucc=63.135946840265866, minTravel=767.0},,8313220
64,,[r2, r3, r1],,[1574182307, 209, 1864335756],,{maxSucc=63.13594684026588, minTravel=729.0},,8325613
64,,[r2, r3, r1],,[1419259498, 294, 1181193540],,{maxSucc=63.13594684026588, minTravel=838.0},,8330784
64,,[r2, r3, r1],,[1267193526, 630, 641136772],,{maxSucc=63.13594684026588, minTravel=737.0},,8338488
64,,[r2, r3, r1],,[998541344, 239, 1591717935],,{maxSucc=63.135946840265866, minTravel=754.0},,8341146
64,,[r2, r3, r1],,[1443634001, 27, 1151900643],,{maxSucc=63.135946840265866, minTravel=712.0},,8348909
64,,[r2, r3, r1],,[1895099042, 681, 501587603],,{maxSucc=63.13594684026588, minTravel=778.0},,8353970
64,,[r2, r3, r1],,[1637127199, 542, 134563359],,{maxSucc=63.135946840265866, minTravel=752.0},,8356574
64,,[r2, r3, r1],,[537995624, 94, 336352920],,{maxSucc=63.135946840265866, minTravel=699.0},,8359161
64,,[r2, r3, r1],,[1862290140, 8, 753401704],,{maxSucc=63.135946840265866, minTravel=753.0},,8364068
64,,[r2, r3, r1],,[942324563, 488, 210166228],,{maxSucc=63.135946840265866, minTravel=717.0},,8369056
64,,[r2, r3, r1],,[1431247490, 649, 1886971644],,{maxSucc=63.135946840265866, minTravel=599.0},,8371581
64,,[r2, r3, r1],,[1678061671, 572, 237621449],,{maxSucc=63.135946840265866, minTravel=821.0},,8374149
64,,[r2, r3, r1],,[1608724314, 625, 1702822772],,{maxSucc=63.135946840265866, minTravel=780.0},,8380440
64,,[r2, r3, r1],,[914185203, 668, 190793186],,{maxSucc=63.135946840265866, minTravel=764.0},,8385733
64,,[r2, r3, r1],,[256904573, 451, 1341858913],,{maxSucc=63.135946840265866, minTravel=781.0},,8388385
64,,[r2, r3, r1],,[1859743702, 536, 882741245],,{maxSucc=63.13594684026585, minTravel=827.0},,8390968
64,,[r2, r3, r1],,[1511103173, 283, 566605996],,{maxSucc=63.135946840265866, minTravel=734.0},,8396254
64,,[r2, r3, r1],,[97335795, 17, 919791645],,{maxSucc=63.13594684026588, minTravel=758.0},,8398796
65,,[r2, r3, r1],,[1949789754, 281, 2000223206],,{maxSucc=63.13594684026588, minTravel=760.0},,8401439
65,,[r2, r3, r1],,[1079904645, 717, 413507257],,{maxSucc=63.135946840265866, minTravel=724.0},,8414243
65,,[r2, r3, r1],,[656709898, 554, 1279268667],,{maxSucc=63.135946840265866, minTravel=669.0},,8416753
