alloc,,robots,,perm,,reason,,time
1,,[r3, r4, r5, r1],,[1, 2, 2, 286810],,noPlanSynthesised,,2501
2,,[r3, r4, r5, r1],,[1, 1, 1, 2606201],,noPlanSynthesised,,298431
2,,[r3, r4, r5, r1],,[1, 1, 2, 3385659],,noPlanSynthesised,,298769
2,,[r3, r4, r5, r1],,[1, 2, 1, 2455336],,noPlanSynthesised,,299074
2,,[r3, r4, r5, r1],,[1, 1, 2, 711243],,noPlanSynthesised,,299385
2,,[r3, r4, r5, r1],,[1, 2, 2, 2608309],,noPlanSynthesised,,299701
2,,[r3, r4, r5, r1],,[1, 2, 1, 1820333],,noPlanSynthesised,,300080
2,,[r3, r4, r5, r1],,[1, 2, 2, 3072260],,noPlanSynthesised,,300555
2,,[r3, r4, r5, r1],,[1, 1, 2, 1363333],,noPlanSynthesised,,300962
2,,[r3, r4, r5, r1],,[1, 1, 2, 1080203],,noPlanSynthesised,,301420
2,,[r3, r4, r5, r1],,[1, 1, 1, 2114478],,noPlanSynthesised,,301833
2,,[r3, r4, r5, r1],,[1, 1, 1, 1414293],,noPlanSynthesised,,302218
2,,[r3, r4, r5, r1],,[1, 1, 1, 476911],,noPlanSynthesised,,302462
2,,[r3, r4, r5, r1],,[1, 1, 1, 638845],,noPlanSynthesised,,302833
2,,[r3, r4, r5, r1],,[1, 2, 1, 3605318],,noPlanSynthesised,,303119
2,,[r3, r4, r5, r1],,[1, 2, 2, 3272942],,noPlanSynthesised,,303522
2,,[r3, r4, r5, r1],,[1, 1, 1, 1853473],,noPlanSynthesised,,304011
2,,[r3, r4, r5, r1],,[1, 1, 1, 26922],,noPlanSynthesised,,304433
2,,[r3, r4, r5, r1],,[1, 2, 2, 2340159],,noPlanSynthesised,,305534
2,,[r3, r4, r5, r1],,[1, 1, 1, 1881300],,noPlanSynthesised,,305812
2,,[r3, r4, r5, r1],,[1, 1, 1, 2531410],,noPlanSynthesised,,305977
2,,[r3, r4, r5, r1],,[1, 1, 1, 2430467],,noPlanSynthesised,,306633
2,,[r3, r4, r5, r1],,[1, 1, 2, 471256],,noPlanSynthesised,,307399
2,,[r3, r4, r5, r1],,[1, 1, 1, 2156257],,noPlanSynthesised,,308027
2,,[r3, r4, r5, r1],,[1, 2, 2, 2352856],,noPlanSynthesised,,308346
2,,[r3, r4, r5, r1],,[1, 2, 1, 2684119],,noPlanSynthesised,,308649
2,,[r3, r4, r5, r1],,[1, 1, 1, 2365738],,noPlanSynthesised,,308965
2,,[r3, r4, r5, r1],,[1, 1, 2, 2804287],,noPlanSynthesised,,309287
2,,[r3, r4, r5, r1],,[1, 2, 1, 1749690],,noPlanSynthesised,,309595
2,,[r3, r4, r5, r1],,[1, 1, 2, 3469221],,noPlanSynthesised,,309924
2,,[r3, r4, r5, r1],,[1, 1, 1, 2361797],,noPlanSynthesised,,310536
2,,[r3, r4, r5, r1],,[1, 2, 1, 2578951],,noPlanSynthesised,,311029
2,,[r3, r4, r5, r1],,[1, 2, 2, 2851609],,noPlanSynthesised,,311375
2,,[r3, r4, r5, r1],,[1, 2, 1, 3421718],,noPlanSynthesised,,311600
2,,[r3, r4, r5, r1],,[1, 1, 2, 638297],,noPlanSynthesised,,311897
2,,[r3, r4, r5, r1],,[1, 2, 1, 363379],,noPlanSynthesised,,312077
2,,[r3, r4, r5, r1],,[1, 1, 2, 214839],,noPlanSynthesised,,312326
2,,[r3, r4, r5, r1],,[1, 1, 2, 2262770],,noPlanSynthesised,,312663
2,,[r3, r4, r5, r1],,[1, 1, 1, 1948600],,noPlanSynthesised,,313038
2,,[r3, r4, r5, r1],,[1, 2, 1, 1027289],,noPlanSynthesised,,313404
2,,[r3, r4, r5, r1],,[1, 1, 2, 2863475],,noPlanSynthesised,,313896
2,,[r3, r4, r5, r1],,[1, 1, 2, 1410849],,noPlanSynthesised,,314338
2,,[r3, r4, r5, r1],,[1, 2, 2, 1702865],,noPlanSynthesised,,314687
2,,[r3, r4, r5, r1],,[1, 1, 1, 975540],,noPlanSynthesised,,315134
2,,[r3, r4, r5, r1],,[1, 1, 2, 671054],,noPlanSynthesised,,315403
2,,[r3, r4, r5, r1],,[1, 2, 1, 2133165],,noPlanSynthesised,,315684
2,,[r3, r4, r5, r1],,[1, 2, 1, 2132150],,noPlanSynthesised,,315962
2,,[r3, r4, r5, r1],,[1, 2, 1, 3532186],,noPlanSynthesised,,316308
2,,[r3, r4, r5, r1],,[1, 2, 1, 2990952],,noPlanSynthesised,,316628
2,,[r3, r4, r5, r1],,[1, 2, 1, 2578365],,noPlanSynthesised,,316937
2,,[r3, r4, r5, r1],,[1, 1, 1, 273558],,noPlanSynthesised,,317266
2,,[r3, r4, r5, r1],,[1, 2, 1, 690758],,noPlanSynthesised,,317544
2,,[r3, r4, r5, r1],,[1, 1, 1, 19330],,noPlanSynthesised,,317905
2,,[r3, r4, r5, r1],,[1, 1, 1, 1772442],,noPlanSynthesised,,318237
2,,[r3, r4, r5, r1],,[1, 2, 1, 3348931],,noPlanSynthesised,,318553
2,,[r3, r4, r5, r1],,[1, 1, 1, 3123855],,noPlanSynthesised,,318908
2,,[r3, r4, r5, r1],,[1, 1, 1, 1148797],,noPlanSynthesised,,319155
2,,[r3, r4, r5, r1],,[1, 1, 1, 2747309],,noPlanSynthesised,,319388
2,,[r3, r4, r5, r1],,[1, 2, 2, 475052],,noPlanSynthesised,,319668
2,,[r3, r4, r5, r1],,[1, 2, 2, 1661805],,noPlanSynthesised,,319999
2,,[r3, r4, r5, r1],,[1, 2, 1, 1179481],,noPlanSynthesised,,320357
2,,[r3, r4, r5, r1],,[1, 2, 1, 2461053],,noPlanSynthesised,,320668
2,,[r3, r4, r5, r1],,[1, 2, 2, 1820898],,noPlanSynthesised,,320977
2,,[r3, r4, r5, r1],,[1, 2, 1, 1544186],,noPlanSynthesised,,321178
2,,[r3, r4, r5, r1],,[1, 1, 1, 764214],,noPlanSynthesised,,321475
2,,[r3, r4, r5, r1],,[1, 2, 1, 1745077],,noPlanSynthesised,,321676
2,,[r3, r4, r5, r1],,[1, 1, 1, 2559766],,noPlanSynthesised,,321923
2,,[r3, r4, r5, r1],,[1, 1, 2, 618606],,noPlanSynthesised,,322194
2,,[r3, r4, r5, r1],,[1, 2, 1, 1284693],,noPlanSynthesised,,322515
2,,[r3, r4, r5, r1],,[1, 1, 2, 2840347],,noPlanSynthesised,,322890
2,,[r3, r4, r5, r1],,[1, 2, 1, 2225688],,noPlanSynthesised,,323173
2,,[r3, r4, r5, r1],,[1, 1, 2, 3136289],,noPlanSynthesised,,323493
2,,[r3, r4, r5, r1],,[1, 2, 1, 642839],,noPlanSynthesised,,323796
2,,[r3, r4, r5, r1],,[1, 2, 1, 3179161],,noPlanSynthesised,,324148
2,,[r3, r4, r5, r1],,[1, 1, 1, 1719513],,noPlanSynthesised,,324517
2,,[r3, r4, r5, r1],,[1, 2, 2, 1060492],,noPlanSynthesised,,324818
2,,[r3, r4, r5, r1],,[1, 1, 2, 3565051],,noPlanSynthesised,,325160
2,,[r3, r4, r5, r1],,[1, 2, 2, 2226999],,noPlanSynthesised,,325599
2,,[r3, r4, r5, r1],,[1, 1, 2, 1260906],,noPlanSynthesised,,325869
2,,[r3, r4, r5, r1],,[1, 1, 2, 1334088],,noPlanSynthesised,,326165
2,,[r3, r4, r5, r1],,[1, 1, 2, 3372451],,noPlanSynthesised,,326552
2,,[r3, r4, r5, r1],,[1, 2, 1, 2121502],,noPlanSynthesised,,326836
2,,[r3, r4, r5, r1],,[1, 1, 2, 1748217],,noPlanSynthesised,,327094
2,,[r3, r4, r5, r1],,[1, 1, 1, 880908],,noPlanSynthesised,,327400
2,,[r3, r4, r5, r1],,[1, 1, 2, 1733839],,noPlanSynthesised,,327540
2,,[r3, r4, r5, r1],,[1, 2, 1, 1036950],,noPlanSynthesised,,327796
2,,[r3, r4, r5, r1],,[1, 2, 1, 3208154],,noPlanSynthesised,,328043
2,,[r3, r4, r5, r1],,[1, 2, 1, 550577],,noPlanSynthesised,,328366
2,,[r3, r4, r5, r1],,[1, 2, 1, 1763680],,noPlanSynthesised,,328596
2,,[r3, r4, r5, r1],,[1, 1, 2, 1403143],,noPlanSynthesised,,328977
2,,[r3, r4, r5, r1],,[1, 1, 1, 3381114],,noPlanSynthesised,,329360
2,,[r3, r4, r5, r1],,[1, 2, 2, 483120],,noPlanSynthesised,,329869
2,,[r3, r4, r5, r1],,[1, 1, 1, 3544917],,noPlanSynthesised,,330249
2,,[r3, r4, r5, r1],,[1, 2, 1, 3460602],,noPlanSynthesised,,330601
2,,[r3, r4, r5, r1],,[1, 2, 1, 2159468],,noPlanSynthesised,,330790
2,,[r3, r4, r5, r1],,[1, 2, 2, 1635746],,noPlanSynthesised,,331142
2,,[r3, r4, r5, r1],,[1, 1, 1, 842448],,noPlanSynthesised,,331530
2,,[r3, r4, r5, r1],,[1, 2, 1, 574232],,noPlanSynthesised,,331778
2,,[r3, r4, r5, r1],,[1, 1, 2, 2487392],,noPlanSynthesised,,332023
2,,[r3, r4, r5, r1],,[1, 2, 1, 3304510],,noPlanSynthesised,,332262
2,,[r3, r4, r5, r1],,[1, 1, 2, 1250320],,noPlanSynthesised,,332444
2,,[r3, r4, r5, r1],,[1, 2, 2, 2330409],,noPlanSynthesised,,332775
2,,[r3, r4, r5, r1],,[1, 2, 1, 3338022],,noPlanSynthesised,,333159
2,,[r3, r4, r5, r1],,[1, 2, 2, 3057246],,noPlanSynthesised,,333469
2,,[r3, r4, r5, r1],,[1, 1, 2, 865399],,noPlanSynthesised,,333658
2,,[r3, r4, r5, r1],,[1, 1, 1, 3516950],,noPlanSynthesised,,333954
2,,[r3, r4, r5, r1],,[1, 1, 1, 2693038],,noPlanSynthesised,,334211
2,,[r3, r4, r5, r1],,[1, 1, 1, 1510778],,noPlanSynthesised,,334459
2,,[r3, r4, r5, r1],,[1, 2, 2, 1670789],,noPlanSynthesised,,334743
2,,[r3, r4, r5, r1],,[1, 2, 2, 2527718],,noPlanSynthesised,,334974
2,,[r3, r4, r5, r1],,[1, 2, 1, 194826],,noPlanSynthesised,,335433
2,,[r3, r4, r5, r1],,[1, 1, 2, 1373738],,noPlanSynthesised,,335774
2,,[r3, r4, r5, r1],,[1, 1, 1, 2137819],,noPlanSynthesised,,336124
2,,[r3, r4, r5, r1],,[1, 2, 1, 1988547],,noPlanSynthesised,,336453
2,,[r3, r4, r5, r1],,[1, 2, 1, 2134121],,noPlanSynthesised,,336772
2,,[r3, r4, r5, r1],,[1, 2, 1, 2039078],,noPlanSynthesised,,337068
2,,[r3, r4, r5, r1],,[1, 1, 1, 2601528],,noPlanSynthesised,,337425
2,,[r3, r4, r5, r1],,[1, 1, 1, 1017334],,noPlanSynthesised,,337784
2,,[r3, r4, r5, r1],,[1, 2, 2, 1649181],,noPlanSynthesised,,338102
2,,[r3, r4, r5, r1],,[1, 2, 1, 738376],,noPlanSynthesised,,338389
2,,[r3, r4, r5, r1],,[1, 2, 1, 2948734],,noPlanSynthesised,,338734
2,,[r3, r4, r5, r1],,[1, 1, 2, 2252006],,noPlanSynthesised,,339095
2,,[r3, r4, r5, r1],,[1, 1, 1, 2462869],,noPlanSynthesised,,339357
2,,[r3, r4, r5, r1],,[1, 2, 1, 3619976],,noPlanSynthesised,,339662
2,,[r3, r4, r5, r1],,[1, 2, 1, 2060461],,noPlanSynthesised,,339980
2,,[r3, r4, r5, r1],,[1, 2, 1, 1955611],,noPlanSynthesised,,340121
2,,[r3, r4, r5, r1],,[1, 2, 2, 2724707],,noPlanSynthesised,,340482
2,,[r3, r4, r5, r1],,[1, 1, 2, 688126],,noPlanSynthesised,,340822
2,,[r3, r4, r5, r1],,[1, 1, 2, 398565],,noPlanSynthesised,,341168
2,,[r3, r4, r5, r1],,[1, 2, 2, 3566144],,noPlanSynthesised,,341495
2,,[r3, r4, r5, r1],,[1, 1, 2, 1539638],,noPlanSynthesised,,341807
2,,[r3, r4, r5, r1],,[1, 2, 2, 198115],,noPlanSynthesised,,342118
2,,[r3, r4, r5, r1],,[1, 1, 1, 3381864],,noPlanSynthesised,,342427
2,,[r3, r4, r5, r1],,[1, 1, 1, 1409564],,noPlanSynthesised,,342693
2,,[r3, r4, r5, r1],,[1, 1, 2, 532447],,noPlanSynthesised,,342909
2,,[r3, r4, r5, r1],,[1, 1, 1, 1752719],,noPlanSynthesised,,343093
2,,[r3, r4, r5, r1],,[1, 2, 2, 3052948],,noPlanSynthesised,,343419
2,,[r3, r4, r5, r1],,[1, 1, 2, 1456279],,noPlanSynthesised,,343746
2,,[r3, r4, r5, r1],,[1, 1, 1, 2651984],,noPlanSynthesised,,344202
2,,[r3, r4, r5, r1],,[1, 1, 1, 286075],,noPlanSynthesised,,344413
2,,[r3, r4, r5, r1],,[1, 2, 1, 1746412],,noPlanSynthesised,,344757
2,,[r3, r4, r5, r1],,[1, 2, 1, 1260730],,noPlanSynthesised,,345104
2,,[r3, r4, r5, r1],,[1, 2, 1, 3121815],,noPlanSynthesised,,345318
2,,[r3, r4, r5, r1],,[1, 1, 2, 1001792],,noPlanSynthesised,,345626
2,,[r3, r4, r5, r1],,[1, 2, 2, 2943503],,noPlanSynthesised,,345904
2,,[r3, r4, r5, r1],,[1, 1, 1, 1068206],,noPlanSynthesised,,346225
2,,[r3, r4, r5, r1],,[1, 2, 2, 3589862],,noPlanSynthesised,,346518
2,,[r3, r4, r5, r1],,[1, 2, 2, 705941],,noPlanSynthesised,,346786
2,,[r3, r4, r5, r1],,[1, 2, 1, 2844606],,noPlanSynthesised,,347132
2,,[r3, r4, r5, r1],,[1, 2, 1, 2438586],,noPlanSynthesised,,347406
2,,[r3, r4, r5, r1],,[1, 1, 2, 417165],,noPlanSynthesised,,347777
2,,[r3, r4, r5, r1],,[1, 2, 1, 614996],,noPlanSynthesised,,348084
2,,[r3, r4, r5, r1],,[1, 2, 1, 479450],,noPlanSynthesised,,348353
2,,[r3, r4, r5, r1],,[1, 1, 1, 2402633],,noPlanSynthesised,,348679
2,,[r3, r4, r5, r1],,[1, 2, 1, 1883901],,noPlanSynthesised,,348989
2,,[r3, r4, r5, r1],,[1, 2, 2, 2029684],,noPlanSynthesised,,349248
2,,[r3, r4, r5, r1],,[1, 1, 2, 2572642],,noPlanSynthesised,,349540
2,,[r3, r4, r5, r1],,[1, 1, 2, 970209],,noPlanSynthesised,,349689
2,,[r3, r4, r5, r1],,[1, 2, 1, 962246],,noPlanSynthesised,,349949
2,,[r3, r4, r5, r1],,[1, 1, 2, 2033423],,noPlanSynthesised,,350206
2,,[r3, r4, r5, r1],,[1, 1, 1, 521592],,noPlanSynthesised,,350581
2,,[r3, r4, r5, r1],,[1, 1, 2, 228652],,noPlanSynthesised,,350822
2,,[r3, r4, r5, r1],,[1, 2, 1, 1835673],,noPlanSynthesised,,351096
2,,[r3, r4, r5, r1],,[1, 1, 2, 1548892],,noPlanSynthesised,,351315
2,,[r3, r4, r5, r1],,[1, 2, 2, 2251612],,noPlanSynthesised,,351548
2,,[r3, r4, r5, r1],,[1, 1, 2, 1581299],,noPlanSynthesised,,351943
2,,[r3, r4, r5, r1],,[1, 1, 2, 1154886],,noPlanSynthesised,,352285
2,,[r3, r4, r5, r1],,[1, 1, 2, 3176629],,noPlanSynthesised,,352591
2,,[r3, r4, r5, r1],,[1, 1, 2, 443502],,noPlanSynthesised,,352934
2,,[r3, r4, r5, r1],,[1, 1, 2, 2286108],,noPlanSynthesised,,353284
2,,[r3, r4, r5, r1],,[1, 2, 2, 3356861],,noPlanSynthesised,,353611
2,,[r3, r4, r5, r1],,[1, 1, 2, 2905746],,noPlanSynthesised,,353998
2,,[r3, r4, r5, r1],,[1, 2, 1, 3626031],,noPlanSynthesised,,354451
2,,[r3, r4, r5, r1],,[1, 2, 2, 1454258],,noPlanSynthesised,,354757
2,,[r3, r4, r5, r1],,[1, 1, 2, 814608],,noPlanSynthesised,,355072
2,,[r3, r4, r5, r1],,[1, 1, 1, 2247819],,noPlanSynthesised,,356335
2,,[r3, r4, r5, r1],,[1, 1, 1, 3423040],,noPlanSynthesised,,356809
2,,[r3, r4, r5, r1],,[1, 1, 1, 2373340],,noPlanSynthesised,,357244
2,,[r3, r4, r5, r1],,[1, 1, 1, 1954927],,noPlanSynthesised,,357512
2,,[r3, r4, r5, r1],,[1, 2, 1, 3052377],,noPlanSynthesised,,357836
2,,[r3, r4, r5, r1],,[1, 2, 1, 1766752],,noPlanSynthesised,,358143
2,,[r3, r4, r5, r1],,[1, 1, 1, 2587108],,noPlanSynthesised,,358577
2,,[r3, r4, r5, r1],,[1, 2, 1, 2608681],,noPlanSynthesised,,359004
2,,[r3, r4, r5, r1],,[1, 1, 2, 1578708],,noPlanSynthesised,,359481
2,,[r3, r4, r5, r1],,[1, 2, 2, 215409],,noPlanSynthesised,,359975
2,,[r3, r4, r5, r1],,[1, 1, 1, 1156145],,noPlanSynthesised,,360516
2,,[r3, r4, r5, r1],,[1, 2, 2, 1454001],,noPlanSynthesised,,361002
2,,[r3, r4, r5, r1],,[1, 2, 2, 2966005],,noPlanSynthesised,,361382
2,,[r3, r4, r5, r1],,[1, 1, 1, 2993779],,noPlanSynthesised,,361769
2,,[r3, r4, r5, r1],,[1, 2, 1, 2169932],,noPlanSynthesised,,362159
2,,[r3, r4, r5, r1],,[1, 1, 1, 1282198],,noPlanSynthesised,,362468
2,,[r3, r4, r5, r1],,[1, 1, 2, 1977556],,noPlanSynthesised,,362811
2,,[r3, r4, r5, r1],,[1, 1, 2, 227207],,noPlanSynthesised,,363113
2,,[r3, r4, r5, r1],,[1, 2, 1, 2467037],,noPlanSynthesised,,363482
2,,[r3, r4, r5, r1],,[1, 1, 1, 1976200],,noPlanSynthesised,,363841
2,,[r3, r4, r5, r1],,[1, 1, 2, 1782186],,noPlanSynthesised,,364147
2,,[r3, r4, r5, r1],,[1, 1, 2, 422636],,noPlanSynthesised,,364425
2,,[r3, r4, r5, r1],,[1, 2, 2, 1240750],,noPlanSynthesised,,364940
2,,[r3, r4, r5, r1],,[1, 1, 2, 1824088],,noPlanSynthesised,,365430
2,,[r3, r4, r5, r1],,[1, 2, 1, 17615],,noPlanSynthesised,,365753
2,,[r3, r4, r5, r1],,[1, 2, 2, 3372548],,noPlanSynthesised,,365988
2,,[r3, r4, r5, r1],,[1, 1, 2, 2529702],,noPlanSynthesised,,366209
2,,[r3, r4, r5, r1],,[1, 2, 2, 1022200],,noPlanSynthesised,,366642
2,,[r3, r4, r5, r1],,[1, 1, 2, 934589],,noPlanSynthesised,,366994
2,,[r3, r4, r5, r1],,[1, 1, 1, 1263183],,noPlanSynthesised,,367428
2,,[r3, r4, r5, r1],,[1, 1, 1, 3375311],,noPlanSynthesised,,367794
2,,[r3, r4, r5, r1],,[1, 1, 1, 3165558],,noPlanSynthesised,,368064
2,,[r3, r4, r5, r1],,[1, 2, 1, 2159370],,noPlanSynthesised,,368329
2,,[r3, r4, r5, r1],,[1, 1, 2, 2320237],,noPlanSynthesised,,368580
2,,[r3, r4, r5, r1],,[1, 1, 2, 1082191],,noPlanSynthesised,,368751
2,,[r3, r4, r5, r1],,[1, 1, 2, 2672388],,noPlanSynthesised,,368903
2,,[r3, r4, r5, r1],,[1, 2, 1, 2034289],,noPlanSynthesised,,369198
2,,[r3, r4, r5, r1],,[1, 1, 1, 1621535],,noPlanSynthesised,,369517
2,,[r3, r4, r5, r1],,[1, 1, 2, 164977],,noPlanSynthesised,,369779
2,,[r3, r4, r5, r1],,[1, 2, 1, 3192818],,noPlanSynthesised,,370093
2,,[r3, r4, r5, r1],,[1, 2, 1, 456],,noPlanSynthesised,,370332
2,,[r3, r4, r5, r1],,[1, 2, 2, 2129734],,noPlanSynthesised,,370638
2,,[r3, r4, r5, r1],,[1, 1, 1, 829597],,noPlanSynthesised,,371056
2,,[r3, r4, r5, r1],,[1, 1, 1, 2337290],,noPlanSynthesised,,372572
2,,[r3, r4, r5, r1],,[1, 1, 2, 1967073],,noPlanSynthesised,,372839
2,,[r3, r4, r5, r1],,[1, 1, 2, 1725531],,noPlanSynthesised,,373187
2,,[r3, r4, r5, r1],,[1, 1, 1, 1750482],,noPlanSynthesised,,373614
2,,[r3, r4, r5, r1],,[1, 2, 1, 3243086],,noPlanSynthesised,,374477
2,,[r3, r4, r5, r1],,[1, 1, 2, 2259986],,noPlanSynthesised,,374791
2,,[r3, r4, r5, r1],,[1, 1, 2, 731987],,noPlanSynthesised,,374995
2,,[r3, r4, r5, r1],,[1, 2, 1, 183812],,noPlanSynthesised,,375258
2,,[r3, r4, r5, r1],,[1, 1, 2, 2861516],,noPlanSynthesised,,375515
2,,[r3, r4, r5, r1],,[1, 2, 1, 2397721],,noPlanSynthesised,,375787
2,,[r3, r4, r5, r1],,[1, 1, 1, 893006],,noPlanSynthesised,,376086
2,,[r3, r4, r5, r1],,[1, 2, 1, 1855512],,noPlanSynthesised,,376359
2,,[r3, r4, r5, r1],,[1, 1, 1, 326110],,noPlanSynthesised,,376715
2,,[r3, r4, r5, r1],,[1, 1, 2, 562774],,noPlanSynthesised,,376995
2,,[r3, r4, r5, r1],,[1, 2, 1, 2822453],,noPlanSynthesised,,377256
2,,[r3, r4, r5, r1],,[1, 2, 1, 3005182],,noPlanSynthesised,,377555
2,,[r3, r4, r5, r1],,[1, 2, 1, 141820],,noPlanSynthesised,,377888
2,,[r3, r4, r5, r1],,[1, 1, 2, 1315403],,noPlanSynthesised,,378156
2,,[r3, r4, r5, r1],,[1, 2, 2, 594448],,noPlanSynthesised,,378372
2,,[r3, r4, r5, r1],,[1, 2, 2, 112328],,noPlanSynthesised,,378587
2,,[r3, r4, r5, r1],,[1, 1, 2, 883134],,noPlanSynthesised,,378914
2,,[r3, r4, r5, r1],,[1, 2, 2, 1097623],,noPlanSynthesised,,379203
2,,[r3, r4, r5, r1],,[1, 1, 1, 2940935],,noPlanSynthesised,,379618
2,,[r3, r4, r5, r1],,[1, 2, 1, 2721446],,noPlanSynthesised,,379938
2,,[r3, r4, r5, r1],,[1, 2, 2, 1721821],,noPlanSynthesised,,380196
2,,[r3, r4, r5, r1],,[1, 2, 2, 1398266],,noPlanSynthesised,,380419
2,,[r3, r4, r5, r1],,[1, 2, 1, 2806116],,noPlanSynthesised,,380690
2,,[r3, r4, r5, r1],,[1, 1, 1, 740072],,noPlanSynthesised,,381184
2,,[r3, r4, r5, r1],,[1, 1, 2, 3165489],,noPlanSynthesised,,381565
2,,[r3, r4, r5, r1],,[1, 2, 1, 950614],,noPlanSynthesised,,381836
2,,[r3, r4, r5, r1],,[1, 1, 2, 723854],,noPlanSynthesised,,382215
2,,[r3, r4, r5, r1],,[1, 1, 1, 2715391],,noPlanSynthesised,,382694
2,,[r3, r4, r5, r1],,[1, 2, 1, 648115],,noPlanSynthesised,,383043
2,,[r3, r4, r5, r1],,[1, 1, 2, 1241003],,noPlanSynthesised,,383370
2,,[r3, r4, r5, r1],,[1, 2, 1, 126990],,noPlanSynthesised,,383689
2,,[r3, r4, r5, r1],,[1, 1, 2, 1422970],,noPlanSynthesised,,383957
2,,[r3, r4, r5, r1],,[1, 2, 1, 511612],,noPlanSynthesised,,384252
2,,[r3, r4, r5, r1],,[1, 2, 1, 2848538],,noPlanSynthesised,,384568
2,,[r3, r4, r5, r1],,[1, 1, 2, 566157],,noPlanSynthesised,,384922
2,,[r3, r4, r5, r1],,[1, 2, 1, 469260],,noPlanSynthesised,,385206
2,,[r3, r4, r5, r1],,[1, 1, 2, 232899],,noPlanSynthesised,,385540
2,,[r3, r4, r5, r1],,[1, 2, 2, 1712611],,noPlanSynthesised,,385943
2,,[r3, r4, r5, r1],,[1, 2, 1, 1515730],,noPlanSynthesised,,386205
2,,[r3, r4, r5, r1],,[1, 2, 2, 3337859],,noPlanSynthesised,,386458
2,,[r3, r4, r5, r1],,[1, 1, 2, 1040353],,noPlanSynthesised,,386737
2,,[r3, r4, r5, r1],,[1, 2, 2, 2746213],,noPlanSynthesised,,387015
2,,[r3, r4, r5, r1],,[1, 1, 1, 2243784],,noPlanSynthesised,,387408
2,,[r3, r4, r5, r1],,[1, 1, 2, 747730],,noPlanSynthesised,,387695
2,,[r3, r4, r5, r1],,[1, 2, 2, 3180624],,noPlanSynthesised,,388076
2,,[r3, r4, r5, r1],,[1, 2, 1, 2012963],,noPlanSynthesised,,388428
2,,[r3, r4, r5, r1],,[1, 1, 1, 2783093],,noPlanSynthesised,,388774
2,,[r3, r4, r5, r1],,[1, 1, 1, 3527175],,noPlanSynthesised,,389088
2,,[r3, r4, r5, r1],,[1, 2, 2, 27558],,noPlanSynthesised,,389440
2,,[r3, r4, r5, r1],,[1, 1, 2, 1418499],,noPlanSynthesised,,392062
2,,[r3, r4, r5, r1],,[1, 2, 1, 1379413],,noPlanSynthesised,,392417
2,,[r3, r4, r5, r1],,[1, 1, 1, 3042718],,noPlanSynthesised,,392888
2,,[r3, r4, r5, r1],,[1, 1, 2, 3189234],,noPlanSynthesised,,393238
2,,[r3, r4, r5, r1],,[1, 2, 1, 2699194],,noPlanSynthesised,,393468
2,,[r3, r4, r5, r1],,[1, 2, 1, 2458634],,noPlanSynthesised,,393688
2,,[r3, r4, r5, r1],,[1, 1, 1, 3163407],,noPlanSynthesised,,393971
2,,[r3, r4, r5, r1],,[1, 1, 1, 2284964],,noPlanSynthesised,,394247
2,,[r3, r4, r5, r1],,[1, 2, 2, 244995],,noPlanSynthesised,,394588
2,,[r3, r4, r5, r1],,[1, 2, 1, 2258072],,noPlanSynthesised,,394952
2,,[r3, r4, r5, r1],,[1, 2, 1, 3056881],,noPlanSynthesised,,395274
2,,[r3, r4, r5, r1],,[1, 2, 1, 2481106],,noPlanSynthesised,,395594
2,,[r3, r4, r5, r1],,[1, 2, 2, 2442086],,noPlanSynthesised,,396084
2,,[r3, r4, r5, r1],,[1, 1, 2, 3284879],,noPlanSynthesised,,396504
2,,[r3, r4, r5, r1],,[1, 2, 1, 2857054],,noPlanSynthesised,,396787
2,,[r3, r4, r5, r1],,[1, 1, 1, 2668446],,noPlanSynthesised,,397089
2,,[r3, r4, r5, r1],,[1, 2, 1, 1290891],,noPlanSynthesised,,397313
2,,[r3, r4, r5, r1],,[1, 2, 1, 3554464],,noPlanSynthesised,,397443
2,,[r3, r4, r5, r1],,[1, 2, 1, 2759310],,noPlanSynthesised,,397678
2,,[r3, r4, r5, r1],,[1, 1, 1, 1253448],,noPlanSynthesised,,398065
2,,[r3, r4, r5, r1],,[1, 1, 1, 422971],,noPlanSynthesised,,398414
2,,[r3, r4, r5, r1],,[1, 1, 2, 1089180],,noPlanSynthesised,,398728
2,,[r3, r4, r5, r1],,[1, 1, 1, 1793241],,noPlanSynthesised,,399257
2,,[r3, r4, r5, r1],,[1, 1, 2, 2823985],,noPlanSynthesised,,399572
2,,[r3, r4, r5, r1],,[1, 2, 2, 2405471],,noPlanSynthesised,,399915
2,,[r3, r4, r5, r1],,[1, 2, 2, 1947250],,noPlanSynthesised,,400487
2,,[r3, r4, r5, r1],,[1, 1, 1, 3556024],,noPlanSynthesised,,401011
2,,[r3, r4, r5, r1],,[1, 1, 2, 2225880],,noPlanSynthesised,,401394
2,,[r3, r4, r5, r1],,[1, 2, 1, 2546943],,noPlanSynthesised,,401712
2,,[r3, r4, r5, r1],,[1, 2, 1, 885043],,noPlanSynthesised,,402100
2,,[r3, r4, r5, r1],,[1, 1, 1, 2921411],,noPlanSynthesised,,402561
2,,[r3, r4, r5, r1],,[1, 1, 1, 742111],,noPlanSynthesised,,402851
2,,[r3, r4, r5, r1],,[1, 1, 1, 2801732],,noPlanSynthesised,,403093
2,,[r3, r4, r5, r1],,[1, 1, 1, 298255],,noPlanSynthesised,,403380
